city,lat,lon,date,temp,clouds,wind,rain
Nîmes,43.8374249,4.3600687,2025-11-08,10.72,43,0.72,0.0
Nîmes,43.8374249,4.3600687,2025-11-08,10.47,96,1.96,0.0
Nîmes,43.8374249,4.3600687,2025-11-08,10.0,94,2.18,0.0
Nîmes,43.8374249,4.3600687,2025-11-08,13.32,100,1.98,0.0
Nîmes,43.8374249,4.3600687,2025-11-08,16.73,100,2.14,0.0
Nîmes,43.8374249,4.3600687,2025-11-08,16.45,100,3.22,1.24
Nîmes,43.8374249,4.3600687,2025-11-08,12.89,98,2.86,0.0
Nîmes,43.8374249,4.3600687,2025-11-08,11.84,100,3.17,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,11.16,93,2.61,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,10.06,14,2.76,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,9.36,11,2.41,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,14.52,2,4.06,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,17.52,4,6.42,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,16.67,7,5.26,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,12.52,3,3.46,0.0
Nîmes,43.8374249,4.3600687,2025-11-09,11.2,0,3.49,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,10.17,1,3.17,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,9.26,3,3.2,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,8.85,24,2.41,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,12.6,99,3.06,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,16.54,74,3.84,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,16.68,11,1.45,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,12.03,16,1.39,0.0
Nîmes,43.8374249,4.3600687,2025-11-10,11.31,53,1.73,0.0
Nîmes,43.8374249,4.3600687,2025-11-11,10.39,73,1.95,0.0
Nîmes,43.8374249,4.3600687,2025-11-11,9.3,68,2.16,0.0
Nîmes,43.8374249,4.3600687,2025-11-11,8.6,45,2.19,0.0
Nîmes,43.8374249,4.3600687,2025-11-11,12.54,3,2.87,0.0
Nîmes,43.8374249,4.3600687,2025-11-11,16.33,1,3.09,0.0
Nîmes,43.8374249,4.3600687,2025-11-11,16.16,0,2.53,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-06,15.9,16,1.96,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-06,12.91,67,0.81,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,10.5,100,1.07,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,10.63,99,1.11,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,9.95,100,1.2,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,12.59,100,1.63,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,15.85,81,0.8,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,16.17,30,1.47,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,13.3,24,0.6,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-07,11.92,23,0.21,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-08,11.51,62,0.41,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-08,10.88,100,0.67,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-08,10.62,100,0.44,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-08,11.97,100,0.97,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-08,12.41,100,1.16,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-08,13.62,100,2.02,0.39
Villeurbanne,45.7733573,4.8868454,2025-11-08,12.0,100,2.58,0.75
Villeurbanne,45.7733573,4.8868454,2025-11-08,11.06,75,1.79,0.38
Villeurbanne,45.7733573,4.8868454,2025-11-09,10.94,83,1.26,0.38
Villeurbanne,45.7733573,4.8868454,2025-11-09,10.98,99,1.08,0.41
Villeurbanne,45.7733573,4.8868454,2025-11-09,11.12,99,1.64,0.67
Villeurbanne,45.7733573,4.8868454,2025-11-09,11.88,100,2.41,0.73
Villeurbanne,45.7733573,4.8868454,2025-11-09,13.69,97,3.27,0.36
Villeurbanne,45.7733573,4.8868454,2025-11-09,13.37,73,3.08,0.17
Villeurbanne,45.7733573,4.8868454,2025-11-09,12.09,81,2.4,0.25
Villeurbanne,45.7733573,4.8868454,2025-11-09,11.62,96,2.53,0.19
Villeurbanne,45.7733573,4.8868454,2025-11-10,11.05,91,2.43,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,11.14,100,1.63,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,9.14,75,1.42,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,10.78,32,1.35,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,13.71,26,1.85,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,13.84,61,1.76,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,11.44,73,0.44,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-10,10.37,92,0.15,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-11,9.42,78,0.2,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-11,8.66,14,0.17,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-11,8.01,14,0.13,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-11,10.18,13,0.37,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-11,13.28,30,1.04,0.0
Villeurbanne,45.7733573,4.8868454,2025-11-11,13.74,1,0.92,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-06,13.87,98,2.41,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-06,13.36,99,2.3,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,10.1,94,2.53,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,9.23,99,1.81,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,10.3,98,2.37,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,11.87,97,1.78,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,13.64,99,1.38,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,13.04,100,1.07,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,10.98,95,1.21,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-07,10.51,100,0.93,0.1
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,10.04,100,0.3,0.1
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,9.79,100,0.81,0.32
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,9.53,100,0.4,0.22
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,10.64,100,1.33,0.73
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,10.7,100,1.85,1.21
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,10.18,100,1.38,0.51
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,9.52,100,1.02,0.85
Clermont-Ferrand,45.7774551,3.0819427,2025-11-08,9.56,100,1.45,1.17
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,9.53,100,1.64,1.23
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,9.03,99,2.06,0.5
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,8.44,99,1.83,0.29
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,8.86,100,1.37,0.31
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,10.34,99,1.04,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,9.96,100,0.76,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,8.91,100,0.9,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-09,6.11,34,0.76,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,4.89,19,1.08,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,4.36,31,1.61,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,3.85,59,1.95,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,8.37,48,1.59,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,12.57,66,0.4,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,12.17,66,0.77,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,8.05,83,1.94,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-10,8.63,89,1.39,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-11,6.3,65,1.52,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-11,5.86,42,1.35,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-11,5.12,28,1.71,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-11,9.94,6,1.62,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-11,13.8,5,1.91,0.0
Clermont-Ferrand,45.7774551,3.0819427,2025-11-11,13.55,25,1.21,0.0
Le Havre,49.4938975,0.1079732,2025-11-06,16.52,71,4.93,0.34
Le Havre,49.4938975,0.1079732,2025-11-06,15.34,79,4.22,0.0
Le Havre,49.4938975,0.1079732,2025-11-07,13.88,91,4.33,0.51
Le Havre,49.4938975,0.1079732,2025-11-07,13.44,66,4.34,0.0
Le Havre,49.4938975,0.1079732,2025-11-07,13.4,82,4.52,0.22
Le Havre,49.4938975,0.1079732,2025-11-07,13.18,71,5.91,0.0
Le Havre,49.4938975,0.1079732,2025-11-07,13.65,61,6.95,0.0
Le Havre,49.4938975,0.1079732,2025-11-07,14.93,57,6.86,0.0
Le Havre,49.4938975,0.1079732,2025-11-07,14.12,66,6.95,0.61
Le Havre,49.4938975,0.1079732,2025-11-07,13.53,100,7.45,1.78
Le Havre,49.4938975,0.1079732,2025-11-08,13.93,100,4.14,4.1
Le Havre,49.4938975,0.1079732,2025-11-08,13.45,100,4.3,0.33
Le Havre,49.4938975,0.1079732,2025-11-08,13.3,100,3.97,0.0
Le Havre,49.4938975,0.1079732,2025-11-08,13.74,86,3.71,0.0
Le Havre,49.4938975,0.1079732,2025-11-08,14.12,91,5.33,0.21
Le Havre,49.4938975,0.1079732,2025-11-08,13.73,28,4.38,0.0
Le Havre,49.4938975,0.1079732,2025-11-08,13.05,24,3.8,0.0
Le Havre,49.4938975,0.1079732,2025-11-08,12.98,24,4.06,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,12.94,21,3.94,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,12.51,9,3.7,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,11.27,21,3.5,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,10.7,73,3.55,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,12.34,55,3.36,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,13.79,45,2.17,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,12.68,53,4.75,0.0
Le Havre,49.4938975,0.1079732,2025-11-09,11.57,63,6.01,0.0
Le Havre,49.4938975,0.1079732,2025-11-10,11.24,81,7.17,0.0
Le Havre,49.4938975,0.1079732,2025-11-10,11.24,100,7.58,0.29
Le Havre,49.4938975,0.1079732,2025-11-10,11.25,100,7.76,2.38
Le Havre,49.4938975,0.1079732,2025-11-10,11.76,100,7.64,4.06
Le Havre,49.4938975,0.1079732,2025-11-10,11.46,100,6.62,4.63
Le Havre,49.4938975,0.1079732,2025-11-10,12.29,100,6.13,0.12
Le Havre,49.4938975,0.1079732,2025-11-10,12.67,96,5.68,0.0
Le Havre,49.4938975,0.1079732,2025-11-10,12.27,54,3.69,0.0
Le Havre,49.4938975,0.1079732,2025-11-11,11.67,56,4.7,0.0
Le Havre,49.4938975,0.1079732,2025-11-11,11.22,93,4.9,0.0
Le Havre,49.4938975,0.1079732,2025-11-11,10.71,54,5.69,0.0
Le Havre,49.4938975,0.1079732,2025-11-11,10.86,100,4.83,0.0
Le Havre,49.4938975,0.1079732,2025-11-11,13.09,100,4.5,0.0
Le Havre,49.4938975,0.1079732,2025-11-11,13.97,100,4.56,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-06,14.29,45,7.73,1.57
Aix-en-Provence,43.5298424,5.4474738,2025-11-06,11.11,61,6.66,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,9.16,87,5.51,0.53
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,9.73,98,2.91,0.35
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,6.26,99,2.94,0.2
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,12.82,85,3.24,0.13
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,13.45,93,2.16,0.22
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,14.19,100,1.22,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,13.27,100,1.37,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-07,12.88,99,0.57,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,12.36,99,0.35,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,11.43,91,1.11,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,10.75,63,1.57,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,13.24,73,1.62,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,16.39,87,0.79,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,16.24,99,2.67,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,14.15,88,1.05,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-08,13.17,83,0.96,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,11.75,74,1.14,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,10.76,25,1.2,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,9.92,14,1.38,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,12.34,0,1.62,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,15.96,0,2.28,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,16.38,0,3.48,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,13.22,2,1.78,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-09,11.68,0,1.2,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,10.61,0,1.4,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,9.82,0,1.56,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,9.13,2,1.46,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,12.08,9,1.48,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,15.76,38,1.33,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,15.91,13,2.74,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,13.29,24,1.09,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-10,12.03,3,0.45,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-11,11.07,38,1.42,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-11,10.3,100,1.78,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-11,9.61,89,1.95,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-11,12.61,12,1.7,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-11,16.31,6,0.88,0.0
Aix-en-Provence,43.5298424,5.4474738,2025-11-11,16.39,0,2.05,0.0
Brest,48.3905283,-4.4860088,2025-11-06,15.28,66,3.06,0.0
Brest,48.3905283,-4.4860088,2025-11-06,13.33,26,3.25,0.0
Brest,48.3905283,-4.4860088,2025-11-07,11.81,7,3.34,0.0
Brest,48.3905283,-4.4860088,2025-11-07,12.2,40,4.86,0.17
Brest,48.3905283,-4.4860088,2025-11-07,12.04,58,5.78,0.0
Brest,48.3905283,-4.4860088,2025-11-07,13.53,100,9.95,2.24
Brest,48.3905283,-4.4860088,2025-11-07,14.19,99,6.33,3.13
Brest,48.3905283,-4.4860088,2025-11-07,13.83,18,6.77,0.26
Brest,48.3905283,-4.4860088,2025-11-07,12.08,19,5.51,0.22
Brest,48.3905283,-4.4860088,2025-11-07,11.57,4,4.7,0.13
Brest,48.3905283,-4.4860088,2025-11-08,11.13,3,2.51,0.0
Brest,48.3905283,-4.4860088,2025-11-08,10.77,6,2.19,0.0
Brest,48.3905283,-4.4860088,2025-11-08,10.54,4,2.13,0.0
Brest,48.3905283,-4.4860088,2025-11-08,12.2,0,3.11,0.0
Brest,48.3905283,-4.4860088,2025-11-08,13.87,1,3.68,0.0
Brest,48.3905283,-4.4860088,2025-11-08,13.48,3,3.47,0.0
Brest,48.3905283,-4.4860088,2025-11-08,10.96,25,2.24,0.0
Brest,48.3905283,-4.4860088,2025-11-08,10.62,66,2.15,0.0
Brest,48.3905283,-4.4860088,2025-11-09,10.61,52,3.51,0.0
Brest,48.3905283,-4.4860088,2025-11-09,10.74,11,4.53,0.0
Brest,48.3905283,-4.4860088,2025-11-09,11.44,55,5.33,0.0
Brest,48.3905283,-4.4860088,2025-11-09,13.12,93,7.4,0.0
Brest,48.3905283,-4.4860088,2025-11-09,14.57,95,8.46,0.16
Brest,48.3905283,-4.4860088,2025-11-09,13.5,100,8.43,0.34
Brest,48.3905283,-4.4860088,2025-11-09,13.39,100,8.85,4.66
Brest,48.3905283,-4.4860088,2025-11-09,12.65,100,2.74,3.71
Brest,48.3905283,-4.4860088,2025-11-10,11.25,99,0.68,0.12
Brest,48.3905283,-4.4860088,2025-11-10,11.09,100,1.36,0.0
Brest,48.3905283,-4.4860088,2025-11-10,11.61,100,2.86,0.0
Brest,48.3905283,-4.4860088,2025-11-10,12.53,72,2.87,0.1
Brest,48.3905283,-4.4860088,2025-11-10,14.23,37,5.42,0.0
Brest,48.3905283,-4.4860088,2025-11-10,13.92,7,5.33,0.0
Brest,48.3905283,-4.4860088,2025-11-10,12.78,50,5.32,0.0
Brest,48.3905283,-4.4860088,2025-11-10,12.46,92,4.99,0.0
Brest,48.3905283,-4.4860088,2025-11-11,12.65,85,5.9,0.0
Brest,48.3905283,-4.4860088,2025-11-11,12.58,100,6.3,0.0
Brest,48.3905283,-4.4860088,2025-11-11,13.26,100,7.56,0.0
Brest,48.3905283,-4.4860088,2025-11-11,13.92,100,7.62,0.0
Brest,48.3905283,-4.4860088,2025-11-11,14.95,100,9.05,0.0
Brest,48.3905283,-4.4860088,2025-11-11,14.83,100,9.25,0.0
Limoges,45.8354243,1.2644847,2025-11-06,12.35,83,1.01,3.72
Limoges,45.8354243,1.2644847,2025-11-06,11.85,92,1.3,0.27
Limoges,45.8354243,1.2644847,2025-11-07,11.48,100,1.91,0.23
Limoges,45.8354243,1.2644847,2025-11-07,9.19,56,2.73,0.0
Limoges,45.8354243,1.2644847,2025-11-07,11.97,78,2.39,0.13
Limoges,45.8354243,1.2644847,2025-11-07,11.05,100,2.21,0.33
Limoges,45.8354243,1.2644847,2025-11-07,12.68,100,1.77,0.24
Limoges,45.8354243,1.2644847,2025-11-07,13.28,35,2.19,0.64
Limoges,45.8354243,1.2644847,2025-11-07,9.68,60,1.43,0.29
Limoges,45.8354243,1.2644847,2025-11-07,10.22,100,1.52,0.69
Limoges,45.8354243,1.2644847,2025-11-08,8.99,100,1.61,1.27
Limoges,45.8354243,1.2644847,2025-11-08,8.23,100,1.15,0.0
Limoges,45.8354243,1.2644847,2025-11-08,8.92,100,0.41,0.14
Limoges,45.8354243,1.2644847,2025-11-08,9.45,100,0.35,0.82
Limoges,45.8354243,1.2644847,2025-11-08,11.54,100,2.12,0.27
Limoges,45.8354243,1.2644847,2025-11-08,10.81,100,1.79,0.12
Limoges,45.8354243,1.2644847,2025-11-08,10.05,100,1.41,0.0
Limoges,45.8354243,1.2644847,2025-11-08,7.58,83,1.47,0.0
Limoges,45.8354243,1.2644847,2025-11-09,6.02,49,0.98,0.0
Limoges,45.8354243,1.2644847,2025-11-09,5.83,25,0.46,0.0
Limoges,45.8354243,1.2644847,2025-11-09,7.98,58,0.89,0.0
Limoges,45.8354243,1.2644847,2025-11-09,9.39,27,0.71,0.0
Limoges,45.8354243,1.2644847,2025-11-09,13.0,17,1.58,0.0
Limoges,45.8354243,1.2644847,2025-11-09,12.83,36,1.11,0.0
Limoges,45.8354243,1.2644847,2025-11-09,7.08,39,0.27,0.0
Limoges,45.8354243,1.2644847,2025-11-09,5.74,11,0.66,0.0
Limoges,45.8354243,1.2644847,2025-11-10,5.03,19,0.96,0.0
Limoges,45.8354243,1.2644847,2025-11-10,4.47,41,1.28,0.0
Limoges,45.8354243,1.2644847,2025-11-10,3.95,47,1.19,0.0
Limoges,45.8354243,1.2644847,2025-11-10,8.3,80,1.27,0.0
Limoges,45.8354243,1.2644847,2025-11-10,13.47,66,1.62,0.0
Limoges,45.8354243,1.2644847,2025-11-10,12.29,100,1.74,0.0
Limoges,45.8354243,1.2644847,2025-11-10,8.01,97,1.67,0.0
Limoges,45.8354243,1.2644847,2025-11-10,6.54,39,1.22,0.0
Limoges,45.8354243,1.2644847,2025-11-11,7.1,51,1.43,0.0
Limoges,45.8354243,1.2644847,2025-11-11,5.59,47,1.29,0.0
Limoges,45.8354243,1.2644847,2025-11-11,5.15,48,1.19,0.0
Limoges,45.8354243,1.2644847,2025-11-11,9.72,40,1.39,0.0
Limoges,45.8354243,1.2644847,2025-11-11,15.36,62,2.46,0.0
Limoges,45.8354243,1.2644847,2025-11-11,15.23,87,1.35,0.0
Tours,47.3900474,0.6889268,2025-11-06,15.39,33,3.24,0.19
Tours,47.3900474,0.6889268,2025-11-06,13.35,67,2.84,0.45
Tours,47.3900474,0.6889268,2025-11-07,11.46,99,2.45,0.0
Tours,47.3900474,0.6889268,2025-11-07,10.26,59,3.07,0.0
Tours,47.3900474,0.6889268,2025-11-07,10.06,33,3.98,0.0
Tours,47.3900474,0.6889268,2025-11-07,12.39,90,4.42,0.0
Tours,47.3900474,0.6889268,2025-11-07,13.99,95,3.93,0.0
Tours,47.3900474,0.6889268,2025-11-07,16.0,73,3.81,0.0
Tours,47.3900474,0.6889268,2025-11-07,13.07,76,4.7,0.27
Tours,47.3900474,0.6889268,2025-11-07,11.68,99,5.64,2.39
Tours,47.3900474,0.6889268,2025-11-08,11.57,100,3.94,3.86
Tours,47.3900474,0.6889268,2025-11-08,11.56,100,2.39,0.0
Tours,47.3900474,0.6889268,2025-11-08,10.64,100,2.35,0.0
Tours,47.3900474,0.6889268,2025-11-08,11.7,100,3.1,0.0
Tours,47.3900474,0.6889268,2025-11-08,14.49,100,3.32,0.0
Tours,47.3900474,0.6889268,2025-11-08,14.82,87,3.53,0.0
Tours,47.3900474,0.6889268,2025-11-08,11.88,74,2.97,0.0
Tours,47.3900474,0.6889268,2025-11-08,12.5,79,2.85,0.0
Tours,47.3900474,0.6889268,2025-11-09,9.5,71,2.85,0.0
Tours,47.3900474,0.6889268,2025-11-09,8.57,4,2.02,0.0
Tours,47.3900474,0.6889268,2025-11-09,7.85,2,1.71,0.0
Tours,47.3900474,0.6889268,2025-11-09,10.13,4,1.37,0.0
Tours,47.3900474,0.6889268,2025-11-09,13.52,2,2.02,0.0
Tours,47.3900474,0.6889268,2025-11-09,14.04,12,1.99,0.0
Tours,47.3900474,0.6889268,2025-11-09,10.77,24,1.67,0.0
Tours,47.3900474,0.6889268,2025-11-09,9.52,81,2.45,0.0
Tours,47.3900474,0.6889268,2025-11-10,8.77,91,2.6,0.0
Tours,47.3900474,0.6889268,2025-11-10,7.99,89,2.83,0.0
Tours,47.3900474,0.6889268,2025-11-10,7.9,93,2.94,0.0
Tours,47.3900474,0.6889268,2025-11-10,9.61,99,3.26,0.0
Tours,47.3900474,0.6889268,2025-11-10,11.76,99,4.28,0.0
Tours,47.3900474,0.6889268,2025-11-10,11.74,100,3.5,0.86
Tours,47.3900474,0.6889268,2025-11-10,11.46,98,3.73,0.79
Tours,47.3900474,0.6889268,2025-11-10,9.61,73,2.64,0.0
Tours,47.3900474,0.6889268,2025-11-11,9.04,69,2.15,0.0
Tours,47.3900474,0.6889268,2025-11-11,8.66,93,2.37,0.0
Tours,47.3900474,0.6889268,2025-11-11,7.98,77,2.61,0.0
Tours,47.3900474,0.6889268,2025-11-11,10.08,90,2.98,0.0
Tours,47.3900474,0.6889268,2025-11-11,14.14,95,3.28,0.0
Tours,47.3900474,0.6889268,2025-11-11,14.78,100,3.84,0.0
Amiens,49.8941708,2.2956951,2025-11-06,15.0,100,2.16,0.0
Amiens,49.8941708,2.2956951,2025-11-06,13.38,100,2.7,0.0
Amiens,49.8941708,2.2956951,2025-11-07,11.63,97,2.43,0.0
Amiens,49.8941708,2.2956951,2025-11-07,10.13,24,2.57,0.0
Amiens,49.8941708,2.2956951,2025-11-07,10.52,26,3.66,0.0
Amiens,49.8941708,2.2956951,2025-11-07,12.07,13,5.0,0.0
Amiens,49.8941708,2.2956951,2025-11-07,16.15,15,5.62,0.0
Amiens,49.8941708,2.2956951,2025-11-07,15.71,62,5.43,0.0
Amiens,49.8941708,2.2956951,2025-11-07,13.36,83,3.86,0.0
Amiens,49.8941708,2.2956951,2025-11-07,11.91,94,3.12,0.0
Amiens,49.8941708,2.2956951,2025-11-08,12.51,96,3.16,0.0
Amiens,49.8941708,2.2956951,2025-11-08,11.84,100,2.94,0.0
Amiens,49.8941708,2.2956951,2025-11-08,11.01,100,2.0,0.0
Amiens,49.8941708,2.2956951,2025-11-08,13.02,100,1.82,0.0
Amiens,49.8941708,2.2956951,2025-11-08,14.65,100,3.19,0.0
Amiens,49.8941708,2.2956951,2025-11-08,14.42,94,3.79,0.0
Amiens,49.8941708,2.2956951,2025-11-08,10.47,91,2.78,0.0
Amiens,49.8941708,2.2956951,2025-11-08,9.45,51,2.63,0.0
Amiens,49.8941708,2.2956951,2025-11-09,8.97,40,2.75,0.0
Amiens,49.8941708,2.2956951,2025-11-09,7.91,41,2.38,0.0
Amiens,49.8941708,2.2956951,2025-11-09,7.33,41,2.12,0.0
Amiens,49.8941708,2.2956951,2025-11-09,10.27,14,1.46,0.0
Amiens,49.8941708,2.2956951,2025-11-09,14.01,9,2.13,0.0
Amiens,49.8941708,2.2956951,2025-11-09,14.04,14,1.33,0.0
Amiens,49.8941708,2.2956951,2025-11-09,9.62,13,1.54,0.0
Amiens,49.8941708,2.2956951,2025-11-09,8.63,19,1.97,0.0
Amiens,49.8941708,2.2956951,2025-11-10,7.48,24,2.59,0.0
Amiens,49.8941708,2.2956951,2025-11-10,6.88,77,2.75,0.0
Amiens,49.8941708,2.2956951,2025-11-10,6.54,65,3.39,0.0
Amiens,49.8941708,2.2956951,2025-11-10,9.67,78,4.9,0.0
Amiens,49.8941708,2.2956951,2025-11-10,10.37,88,4.63,0.47
Amiens,49.8941708,2.2956951,2025-11-10,10.2,100,4.91,1.45
Amiens,49.8941708,2.2956951,2025-11-10,9.83,100,4.91,1.43
Amiens,49.8941708,2.2956951,2025-11-10,8.91,76,3.37,0.0
Amiens,49.8941708,2.2956951,2025-11-11,9.72,87,2.31,0.0
Amiens,49.8941708,2.2956951,2025-11-11,7.76,64,2.41,0.0
Amiens,49.8941708,2.2956951,2025-11-11,7.68,82,2.51,0.0
Amiens,49.8941708,2.2956951,2025-11-11,10.18,75,3.19,0.0
Amiens,49.8941708,2.2956951,2025-11-11,13.94,68,3.87,0.0
Amiens,49.8941708,2.2956951,2025-11-11,13.26,100,2.61,0.0
Metz,49.1196964,6.1763552,2025-11-06,14.25,33,1.45,0.0
Metz,49.1196964,6.1763552,2025-11-06,10.74,67,1.29,0.0
